Yr-M-D,Mon-Yr,CA,Alameda,Amador,Butte,Calaveras,Contra-Costa,Del Norte,El Dorado,Fresno,Glenn,Humboldt,Kern,Kings,Lake,Lassen,Los Angeles,Madera,Marin,Mariposa,Mendocino,Merced,Mono,Monterey,Napa,Nevada,Orange,Placer,Plumas,Riverside,Sacramento,San Benito,San Bernardino,San Diego,San Francisco,San Joaquin,San Luis Obispo,San Mateo,Santa Barbara,Santa Clara,Santa Cruz,Shasta,Siskiyou,Solano,Sonoma,Stanislaus,Sutter,Tehama,Trinity,Tulare,Tuolumne,Ventura,Yolo,Yuba,,Condo,LA Metro,Central Coast,Central Valley,Far North,Inland Empire,S.F. Bay Area,SoCal
2009-10-01,Oct-09,"297,500.00","427,180.00","215,624.69","236,110.39","207,142.71","295,440.00","194,999.25","298,025.36","152,840.27","146,666.00","256,578.82","138,000.00","156,249.19","149,999.50",NA,"308,280.32","144,666.43","769,736.76","225,000.00","287,499.25","108,386.68","449,999.50","240,000.00","377,271.95","272,916.21","526,842.00","294,999.10",NA,"186,256.67","185,891.18","273,000.00","131,578.37","378,539.99","766,827.00","171,298.14","379,165.88","702,000.00","423,076.69","590,000.00","515,000.00","188,000.00","163,749.81","203,296.64","372,268.18","147,418.98","156,470.00","173,999.00",NA,"131,785.13","212,499.75","441,742.70","238,999.22","148,000.00",,"267,520.00","269,761.51","350,000.00","170,708.00",NA,"163,199.84","441,150.00","285,000.00"
2009-11-01,Nov-09,"304,550.00","431,980.00","180,000.00","255,555.44","231,249.38","304,420.00","193,332.67","327,380.68","153,728.13","145,000.00","263,043.22","141,250.00","165,999.70","156,665.83",NA,"315,397.44","159,284.75","727,271.82","212,500.00","250,000.00","114,999.25","624,999.50","245,000.00","402,380.93","268,749.63","547,494.59","317,708.16",NA,"194,999.25","185,462.69","295,000.00","135,986.85","376,447.60","815,476.00","168,420.63","427,173.64","725,000.00","435,713.93","605,000.00","550,000.00","191,851.00","180,000.00","225,948.85","365,908.43","141,111.06","170,000.00","152,499.00",NA,"137,186.64","224,999.50","435,795.10","244,999.10","142,000.00",,"271,920.00","280,159.10","365,250.00","172,221.61",NA,"171,794.28","453,110.00","299,000.00"
2009-12-01,Dec-09,"306,860.00","408,590.00","160,000.00","245,237.19","220,832.92","294,440.00","149,999.50","315,789.32","148,171.63","176,666.00","242,186.66","135,000.00","155,832.54","162,857.00",NA,"332,266.66","132,142.25","815,340.65","215,000.00","262,499.75","110,624.47","487,499.13","250,000.00","364,999.35","276,666.13","544,300.05","288,999.22",NA,"191,343.52","186,694.58","260,000.00","135,938.29","382,226.16","764,583.00","171,391.84","398,808.54","750,000.00","433,333.00","560,000.00","550,000.00","185,882.00","167,499.63","222,074.03","386,915.02","144,725.04","157,332.00","145,000.00",NA,"140,749.96","202,272.68","427,894.46","253,409.02","156,249.00",,"270,300.00","276,126.09","346,000.00","168,901.19",NA,"170,227.41","437,100.00","295,000.00"
2010-01-01,Jan-10,"284,600.00","383,330.00","169,999.50","250,000.00","165,999.70","274,100.00","184,999.75","324,999.75","145,964.61","160,000.00","246,874.06","127,900.00","174,999.25","137,140.00",NA,"316,698.16","140,666.63","729,165.75","215,000.00","237,499.25","96,666.00","624,999.50","246,500.00","358,695.07","256,249.88","527,476.67","287,287.39",NA,"193,686.82","173,305.12","325,000.00","134,999.25","366,777.86","696,428.00","170,942.85","383,332.50","633,500.00","466,666.00","525,000.00","495,000.00","180,909.00","132,499.38","215,983.29","365,822.13","140,175.43","170,999.00","140,000.00",NA,"134,137.22","220,832.92","420,689.45","263,461.27","145,000.00",,"254,540.00","265,302.72","325,000.00","165,980.79",NA,"171,035.30","398,900.00","280,000.00"
2010-02-01,Feb-10,"278,190.00","410,230.00","189,999.50","219,230.38","193,332.67","278,350.00","194,999.25","307,575.68","152,741.30","150,000.00","232,499.35","147,599.00","164,999.75","128,181.41",NA,"283,298.90","160,000.00","782,608.57","250,000.00","262,499.75","100,952.33","1,250,000.00","255,000.00","336,841.74","261,110.89","533,804.90","287,889.87",NA,"198,128.59","176,586.47","279,540.00","134,046.92","372,095.60","692,934.00","160,588.21","370,512.12","655,000.00","380,768.42","550,000.00","500,000.00","181,000.00","164,999.75","204,296.79","356,706.75","145,302.77","162,143.00","162,500.00",NA,"134,999.25","200,000.00","451,723.62","234,999.30","148,571.00",,"249,010.00","265,239.17","340,000.00","164,775.55",NA,"172,226.28","416,500.00","280,410.00"
2010-03-01,Mar-10,"300,900.00","432,720.00","185,999.70","250,000.00","184,999.75","287,800.00","189,999.50","311,956.40","150,963.31","120,000.00","270,651.76","136,000.00","154,285.00","155,000.00",NA,"290,000.00","145,999.70","790,624.84","210,000.00","294,999.10","108,080.00","624,999.50","245,000.00","351,561.98","270,454.14","550,420.00","291,565.43",NA,"201,103.87","180,387.58","275,610.00","137,585.33","393,598.10","799,528.00","167,682.54","377,680.00","800,000.00","381,820.00","590,000.00","525,000.00","175,499.00","149,999.50","211,538.23","359,047.03","145,384.35","152,222.00","132,857.00",NA,"145,142.60","202,272.68","444,885.91","260,714.07","145,000.00",,"263,310.00","280,160.00","340,000.00","168,568.57",NA,"177,910.06","432,200.00","300,000.00"
2010-04-01,Apr-10,"307,000.00","407,830.00","170,000.00","238,000.00","193,332.67","298,850.00","160,000.00","311,956.40","148,230.00","146,000.00","265,480.00","136,250.00","170,000.00","126,000.00",NA,"289,710.00","145,830.00","892,360.00","275,000.00","240,620.00","115,130.00","624,999.50","262,000.00","343,750.00","263,333.07","546,050.00","295,379.53",NA,"209,530.00","182,155.06","333,000.00","138,220.00","388,480.00","799,180.00","171,428.00","403,120.00","750,000.00","475,000.00","628,000.00","557,650.00","171,330.00","180,000.00","211,670.00","365,140.00","141,891.80","162,000.00","146,670.00",NA,"132,630.00","214,999.70","442,610.00","242,306.85","163,529.00",,"257,950.00","284,060.00","357,000.00","169,220.72",NA,"179,710.00","446,410.00","300,000.00"
2010-05-01,May-10,"327,460.00","472,370.00","208,330.00","236,760.00","191,999.40","308,330.00","149,999.50","317,999.82","157,520.00","166,666.00","261,960.00","145,520.00","178,570.00","135,000.00",NA,"297,410.00","140,910.00","838,940.00","225,000.00","280,000.00","124,440.00","666,666.00","280,000.00","367,390.00","272,058.38","555,800.00","284,090.23",NA,"213,060.00","189,113.47","296,500.00","137,370.00","391,410.00","747,023.00","174,633.41","386,670.00","740,000.00","513,890.00","630,000.00","525,000.00","189,540.00","165,000.00","224,120.00","368,310.00","150,308.76","177,999.00","127,500.00",NA,"141,820.00","218,749.63","440,370.00","270,999.58","153,999.00",,"270,470.00","305,170.00","380,000.00","178,005.48",NA,"183,430.00","483,800.00","322,000.00"
2010-06-01,Jun-10,"313,890.00","474,520.00","187,999.60","229,463.70","192,499.38","326,970.00","140,000.00","335,226.92","161,176.41","106,666.00","242,856.29","132,000.00","174,999.25","146,430.00",NA,"310,870.71","135,554.78","840,685.91","225,000.00","257,142.71","119,130.00","583,333.00","274,000.00","390,321.68","274,999.50","566,507.53","285,878.91",NA,"214,334.58","194,265.95","315,000.00","141,895.33","397,911.34","848,557.00","170,548.92","444,999.55","793,000.00","468,749.31","633,000.00","507,500.00","190,333.00","169,999.50","212,831.60","366,385.89","145,806.16","171,333.00","140,000.00",NA,"140,888.84","204,166.58","450,934.07","286,249.28","132,222.00",,"260,870.00","292,246.21","380,000.00","175,361.12",NA,"185,130.00","479,630.00","310,000.00"
2010-07-01,Jul-10,"318,550.00","458,180.00","200,000.00","235,710.00","201,666.63","318,110.00","149,999.50","325,581.14","149,999.50","182,500.00","250,000.00","144,700.00","177,999.10","140,770.00",NA,"331,420.00","146,666.33","822,674.13","450,000.00","239,999.20","107,780.00","400,000.00","270,000.00","391,665.75","269,117.26","568,970.00","288,186.05",NA,"212,570.37","185,217.13","265,000.00","144,626.63","389,437.31","777,500.00","169,458.99","395,347.88","816,000.00","400,000.00","630,000.00","510,000.00","164,500.00","154,999.25","212,962.70","370,429.40","148,147.74","172,499.00","100,000.00",NA,"130,788.93","210,416.46","444,230.33","239,705.09","158,749.00",,"253,150.00","295,230.00","354,525.00","171,122.83",NA,"183,459.74","485,310.00","310,000.00"
2010-08-01,Aug-10,"320,860.00","440,480.00","172,500.00","243,420.00","203,124.94","313,200.00","184,999.75","290,150.71","149,880.00","134,999.00","252,780.00","142,700.00","168,570.00","132,860.00",NA,"336,420.00","142,500.00","794,120.00","225,000.00","258,330.00","121,870.00","333,333.00","270,000.00","394,230.00","293,749.13","561,900.00","293,580.21",NA,"208,120.00","184,180.12","280,000.00","144,210.00","384,700.00","709,459.00","169,999.50","369,090.00","780,000.00","536,290.00","625,000.00","514,000.00","171,180.00","130,000.00","207,090.00","378,830.00","143,098.44","175,454.00","127,500.00",NA,"138,420.00","202,777.72","434,480.00","252,777.72","131,999.00",,"252,750.00","290,490.00","370,000.00","172,022.97",NA,"183,423.95","468,310.00","310,000.00"
2010-09-01,Sep-10,"309,720.00","424,770.00","167,500.00","225,000.00","172,221.61","310,840.00","94,999.50","296,211.20","155,060.00","180,000.00","247,220.00","130,000.00","167,860.00","127,500.00",NA,"355,900.00","141,670.00","797,790.00","250,000.00","232,500.00","121,070.00","500,000.00","249,950.00","347,830.00","271,153.42","557,390.00","282,594.28",NA,"209,660.00","180,679.58","274,000.00","141,150.00","388,850.00","717,672.00","173,670.20","369,230.00","685,000.00","513,890.00","608,000.00","527,500.00","175,420.00","145,000.00","199,700.00","369,660.00","140,972.17","161,429.00","150,000.00",NA,"131,790.00","208,333.17","453,290.00","226,189.95","150,000.00",,"248,050.00","295,230.00","353,000.00","170,033.92",NA,"181,640.00","451,400.00","315,000.00"
2010-10-01,Oct-10,"305,150.00","444,670.00","186,670.00","244,050.00","194,999.25","289,830.00","140,000.00","275,861.55","149,460.00","126,666.00","240,280.00","135,000.00","167,780.00","125,000.00",NA,"333,970.00","140,000.00","757,810.00","220,000.00","304,550.00","107,500.00","500,000.00","275,000.00","344,740.00","242,646.21","519,140.00","286,231.16",NA,"205,150.00","178,871.24","250,000.00","140,360.00","384,570.00","736,841.00","173,133.67","371,740.00","675,000.00","431,250.00","618,500.00","502,500.00","172,860.00","142,500.00","218,180.00","351,250.00","144,320.77","154,999.00","130,000.00",NA,"123,750.00","234,999.30","426,980.00","229,999.40","121,429.00",,"243,540.00","282,680.00","355,000.00","166,574.47",NA,"179,920.88","457,970.00","300,000.00"
2010-11-01,Nov-10,"296,480.00","434,420.00","137,500.00","208,930.00","180,000.00","281,400.00","124,999.75","289,842.95","146,020.00","125,000.00","271,880.00","130,000.00","164,000.00","113,640.00",NA,"302,450.00","129,000.00","861,610.00","134,999.00","251,790.00","108,890.00","750,000.00","244,000.00","334,620.00","277,272.18","541,220.00","269,804.80",NA,"199,340.00","181,382.91","283,450.00","138,340.00","385,490.00","766,304.00","163,283.42","358,750.00","696,000.00","416,670.00","575,000.00","535,000.00","170,910.00","190,000.00","213,260.00","349,380.00","141,922.98","155,999.00","136,670.00",NA,"121,600.00","202,083.29","453,610.00","241,303.52","125,000.00",,"243,369.92","281,780.00","345,000.00","163,347.29",NA,"174,770.00","439,790.00","299,900.00"
2010-12-01,Dec-10,"304,770.00","412,210.00","173,330.00","230,000.00","181,999.90","287,080.00","149,999.50","298,808.55","145,280.00","118,332.00","248,440.00","125,000.00","158,000.00","113,750.00",NA,"328,140.00","143,080.00","753,680.00","206,250.00","220,830.00","117,500.00","449,999.50","235,000.00","350,000.00","247,499.05","499,810.00","271,874.56",NA,"205,220.00","177,158.91","279,900.00","134,760.00","375,790.00","721,036.00","162,499.88","377,550.00","699,500.00","453,850.00","548,000.00","512,500.00","176,870.00","163,330.00","204,290.00","344,680.00","140,361.43","159,166.00","136,670.00",NA,"131,510.00","177,776.89","441,570.00","233,927.89","138,571.00",,"240,970.00","278,360.00","354,200.00","163,585.35",NA,"178,238.29","428,840.00","297,995.00"
2011-01-01,Jan-11,"279,220.00","363,750.00","160,000.00","180,000.00","163,333.17","257,930.00","224,999.50","279,544.86","136,020.00","190,000.00","244,790.00","127,000.00","147,140.00","107,500.00",NA,"305,570.00","146,150.00","657,890.00","193,333.00","225,000.00","100,620.00","624,999.50","251,850.00","313,890.00","236,537.73","511,590.00","262,777.52",NA,"197,550.00","169,838.22","279,000.00","138,040.00","370,100.00","632,936.00","166,128.73","342,450.00","575,000.00","362,500.00","524,000.00","425,000.00","152,140.00","145,000.00","192,170.00","338,090.00","132,962.31","175,714.00","140,000.00",NA,"113,330.00","153,749.31","411,760.00","223,809.05","128,571.00",,"226,840.00","268,940.00","328,750.00","156,392.94",NA,"173,720.00","386,390.00","285,000.00"
2011-02-01,Feb-11,"271,370.00","392,660.00","200,000.00","190,000.00","153,332.67","267,270.00","216,666.33","248,999.02","141,360.00","85,000.00","238,890.00","125,000.00","154,000.00","123,330.00",NA,"286,100.00","149,230.00","632,580.00","174,999.00","200,000.00","117,270.00","562,499.75","231,000.00","354,760.00","228,124.44","496,540.00","268,852.08",NA,"203,640.00","167,633.21","285,000.00","131,470.00","367,770.00","645,454.00","163,209.72","328,750.00","591,500.00","380,000.00","520,000.00","452,000.00","162,110.00","140,000.00","191,780.00","315,340.00","131,428.00","137,777.00","83,330.00",NA,"120,340.00","192,499.38","389,650.00","231,999.36","122,500.00",,"235,790.00","266,830.00","313,400.00","155,355.69",NA,"174,040.96","379,250.00","282,000.00"
2011-03-01,Mar-11,"286,550.00","420,420.00","170,000.00","222,370.00","169,999.50","273,350.00","140,000.00","278,332.77","138,120.00","110,000.00","250,000.00","127,500.00","137,270.00","94,170.00",NA,"282,170.00","133,530.00","826,700.00","216,666.00","192,500.00","115,290.00","1,124,999.50","255,900.00","332,610.00","211,363.41","523,610.00","254,268.21",NA,"201,520.00","167,457.25","247,500.00","130,690.00","383,620.00","764,535.00","155,698.14","362,700.00","666,950.00","436,360.00","550,250.00","465,000.00","154,810.00","107,500.00","193,480.00","325,910.00","135,483.10","135,262.00","125,000.00",NA,"121,950.00","151,428.00","443,920.00","221,153.42","150,833.00",,"232,270.00","272,600.00","345,000.00","156,088.66",NA,"172,730.00","418,980.00","293,000.00"
2011-04-01,Apr-11,"294,140.00","390,960.00","130,000.00","217,040.00","157,142.00","286,320.00","124,999.75","278,124.44","130,200.00","125,000.00","225,000.00","126,750.00","136,150.00","98,330.00",NA,"290,600.00","135,380.00","726,060.00","225,000.00","225,000.00","103,890.00","474,999.25","255,000.00","306,820.00","208,333.17","530,140.00","270,481.52",NA,"199,230.00","168,377.96","261,000.00","128,900.00","378,230.00","721,311.00","163,222.06","390,180.00","700,000.00","400,000.00","578,000.00","460,000.00","153,330.00","120,000.00","189,120.00","332,650.00","134,090.20","157,999.00","110,000.00",NA,"111,600.00","171,110.56","448,440.00","241,070.61","137,777.00",,"237,420.00","277,300.00","360,000.00","156,894.63",NA,"169,460.00","421,770.00","298,850.00"
2011-05-01,May-11,"292,850.00","415,830.00","171,250.00","222,620.00","147,499.63","283,950.00","160,000.00","261,999.76","136,850.00","122,000.00","250,000.00","135,000.00","137,690.00","105,560.00",NA,"271,540.00","116,670.00","807,140.00","180,000.00","281,250.00","111,850.00","541,666.50","250,000.00","377,270.00","252,941.12","544,700.00","255,487.70",NA,"200,000.00","166,242.78","275,000.00","127,380.00","382,300.00","701,922.00","162,374.88","381,450.00","800,000.00","428,950.00","599,950.00","436,250.00","151,110.00","100,000.00","191,850.00","353,750.00","136,784.88","146,363.00","117,500.00",NA,"117,960.00","181,428.50","425,000.00","236,665.93","131,111.00",,"233,390.00","276,680.00","349,500.00","156,854.00",NA,"172,110.00","440,330.00","296,500.00"
2011-06-01,Jun-11,"296,410.00","415,300.00","152,500.00","221,050.00","198,332.42","299,360.00","208,333.17","295,453.64","135,490.00","100,000.00","243,750.00","140,000.00","154,000.00","85,620.00",NA,"301,300.00","122,000.00","843,080.00","208,333.00","181,430.00","114,210.00","449,999.50","285,000.00","350,000.00","226,561.97","534,680.00","267,134.49",NA,"202,910.00","165,329.40","249,000.00","129,570.00","377,550.00","742,646.00","164,999.75","364,750.00","735,000.00","428,570.00","623,000.00","537,500.00","156,840.00","140,000.00","189,790.00","327,430.00","137,633.53","154,545.00","87,500.00",NA,"121,520.00","165,999.70","443,290.00","236,537.73","142,727.00",,"232,230.00","276,230.00","367,000.00","159,597.30",NA,"172,800.00","454,370.00","295,000.00"
2011-07-01,Jul-11,"297,660.00","420,150.00","170,000.00","196,430.00","149,999.50","292,620.00","173,332.67","265,150.00","137,100.00","142,500.00","233,000.00","139,950.00","114,280.00","118,890.00",NA,"317,060.00","92,500.00","761,030.00","180,000.00","214,280.00","113,080.00","583,333.00","250,000.00","334,780.00","222,367.97","551,510.00","265,200.00",NA,"200,910.00","168,090.00","242,500.00","133,950.00","375,330.00","739,753.00","161,810.00","355,620.00","729,900.00","415,620.00","607,000.00","470,000.00","154,700.00","143,330.00","190,560.00","333,490.00","130,220.00","142,000.00","131,430.00",NA,"114,230.00","177,500.00","421,880.00","235,580.00","141,538.00",,"228,470.00","279,280.00","338,000.00","159,788.85",NA,"171,670.00","432,080.00","299,000.00"
2011-08-01,Aug-11,"297,060.00","407,420.00","145,000.00","201,320.00","163,749.81","294,060.00","109,999.50","277,680.00","141,500.00","96,428.00","223,860.00","133,950.00","130,000.00","123,640.00",NA,"312,900.00","128,750.00","806,550.00","196,666.00","201,920.00","126,670.00","500,000.00","252,000.00","354,760.00","209,999.80","508,910.00","264,690.00",NA,"202,060.00","166,680.00","239,900.00","135,030.00","369,390.00","698,629.00","159,320.00","352,310.00","742,000.00","421,430.00","595,000.00","490,000.00","162,920.00","116,670.00","197,880.00","339,200.00","140,540.00","148,000.00","123,330.00",NA,"124,680.00","161,110.00","424,400.00","233,040.00","124,000.00",,"224,640.00","275,100.00","364,900.00","159,585.33",NA,"173,670.00","430,350.00","290,000.00"
2011-09-01,Sep-11,"288,700.00","390,440.00","130,000.00","197,690.00","161,428.50","282,000.00","189,999.50","238,750.00","139,030.00","154,999.00","250,000.00","131,000.00","141,670.00","120,000.00",NA,"330,610.00","125,380.00","786,580.00","170,000.00","220,000.00","120,000.00","349,999.50","280,000.00","331,820.00","224,999.50","500,000.00","263,020.00",NA,"199,890.00","164,120.00","272,500.00","130,820.00","364,180.00","654,850.00","165,970.00","369,770.00","640,000.00","356,520.00","569,100.00","500,000.00","167,920.00","113,330.00","188,790.00","355,670.00","133,910.00","149,000.00","131,250.00",NA,"122,940.00","152,000.00","415,220.00","235,420.00","125,000.00",,"221,440.00","273,660.00","350,000.00","157,765.23",NA,"170,650.00","413,160.00","290,000.00"
2011-10-01,Oct-11,"277,450.00","391,710.00","147,140.00","186,150.00","180,000.00","275,710.00","163,333.17","256,580.00","140,100.00","95,000.00","228,950.00","134,000.00","138,180.00","96,500.00",NA,"307,970.00","132,500.00","781,250.00","220,000.00","260,710.00","121,430.00","374,999.25","266,000.00","330,430.00","214,285.43","484,390.00","255,900.00",NA,"195,760.00","163,160.00","268,000.00","132,210.00","357,380.00","739,918.00","156,710.00","364,540.00","672,000.00","328,570.00","549,000.00","467,500.00","146,500.00","150,000.00","191,050.00","322,600.00","133,290.00","146,470.00","112,500.00",NA,"123,080.00","175,000.00","399,160.00","202,080.00","107,500.00",,"227,270.00","266,650.00","350,000.00","155,037.77",NA,"171,000.00","398,100.00","280,000.00"
2011-11-01,Nov-11,"279,910.00","396,990.00","190,000.00","207,950.00","148,571.00","279,330.00","250,000.00","241,670.00","141,470.00","120,000.00","223,440.00","134,320.00","152,860.00","128,750.00",NA,"291,260.00","103,330.00","736,410.00","150,000.00","190,000.00","117,000.00","362,499.38","270,000.00","339,470.00","235,415.96","487,610.00","258,930.00",NA,"200,080.00","164,700.00","245,000.00","135,280.00","356,410.00","696,917.00","154,730.00","354,170.00","735,000.00","356,250.00","560,000.00","415,000.00","154,000.00","123,330.00","190,770.00","321,290.00","136,580.00","148,235.00","105,000.00",NA,"126,670.00","157,500.00","410,530.00","206,900.00","134,545.00",,"221,110.00","269,440.00","337,000.00","156,315.80",NA,"173,150.00","404,270.00","285,000.00"
2011-12-01,Dec-11,"288,950.00","383,430.00","142,220.00","198,750.00","161,428.50","275,180.00","154,999.25","266,410.00","136,740.00","120,000.00","227,630.00","134,950.00","131,670.00","114,170.00",NA,"306,950.00","106,000.00","693,880.00","200,000.00","204,170.00","106,110.00","357,142.29","275,000.00","344,830.00","226,249.48","484,630.00","253,460.00",NA,"203,650.00","161,840.00","259,200.00","128,450.00","359,930.00","656,609.00","159,260.00","366,670.00","595,000.00","416,670.00","535,000.00","475,000.00","148,570.00","131,250.00","190,200.00","325,260.00","135,630.00","144,444.00","132,000.00",NA,"127,660.00","156,670.00","391,060.00","228,260.00","125,714.00",,"221,700.00","265,830.00","362,500.00","155,823.87",NA,"172,430.00","389,290.00","283,000.00"
2012-01-01,Jan-12,"271,490.00","340,600.00","135,000.00","194,000.00","156,249.19","258,430.00","140,000.00","250,000.00","128,200.00","200,000.00","220,000.00","130,000.00","140,000.00","118,570.00",NA,"290,900.00","113,750.00","694,440.00","160,000.00","190,000.00","112,000.00","500,000.00","280,000.00","344,740.00","205,263.05","483,510.00","259,560.00",NA,"196,050.00","161,080.00","260,000.00","129,920.00","350,680.00","649,999.00","160,000.00","363,640.00","578,500.00","355,770.00","495,000.00","422,500.00","151,670.00","123,330.00","184,440.00","326,920.00","134,580.00","137,856.00","110,000.00",NA,"116,670.00","147,140.00","386,870.00","195,550.00","115,999.00",,"212,230.00","256,000.00","344,500.00","152,427.36",NA,"169,280.00","361,280.00","275,000.00"
2012-02-01,Feb-12,"268,810.00","360,670.00","176,670.00","177,860.00","169,999.50","252,150.00","120,000.00","242,570.00","139,280.00","113,333.00","232,950.00","120,650.00","144,000.00","103,640.00",NA,"272,690.00","103,330.00","732,140.00","206,250.00","190,000.00","119,280.00","541,666.50","265,000.00","348,000.00","205,263.05","485,380.00","251,450.00",NA,"200,730.00","163,530.00","255,500.00","132,500.00","362,470.00","665,492.00","161,040.00","354,350.00","582,500.00","345,000.00","530,000.00","499,950.00","141,900.00","123,330.00","179,020.00","324,710.00","129,862.52","134,666.00","85,000.00",NA,"119,330.00","164,999.75","392,350.00","197,500.00","122,000.00",,"216,520.00","264,430.00","340,000.00","153,620.33",NA,"172,600.00","374,430.00","280,000.00"
2012-03-01,Mar-12,"295,630.00","372,220.00","118,750.00","200,000.00","154,285.00","283,010.00","146,666.33","277,270.00","134,690.00","95,000.00","223,330.00","132,380.00","139,090.00","110,000.00",NA,"272,920.00","125,000.00","672,620.00","136,666.00","225,000.00","115,290.00","500,000.00","314,900.00","351,470.00","240,475.38","485,300.00","267,470.00",NA,"211,350.00","166,760.00","232,350.00","131,640.00","363,710.00","701,171.00","158,480.00","380,140.00","677,900.00","429,410.00","575,250.00","482,160.00","148,420.00","110,000.00","194,310.00","317,650.00","134,650.00","146,315.00","108,000.00",NA,"122,630.00","165,000.00","417,020.00","213,040.00","130,714.00",,"231,270.00","276,270.00","380,000.00","157,312.11",NA,"179,500.00","412,220.00","291,000.00"
2012-04-01,Apr-12,"312,500.00","412,590.00","183,330.00","197,620.00","133,749.31","317,140.00","134,999.25","257,410.00","140,100.00","154,999.00","240,280.00","146,000.00","152,940.00","113,330.00",NA,"286,800.00","137,500.00","783,850.00","173,333.00","209,090.00","120,000.00","524,999.90","280,000.00","363,890.00","187,999.60","513,950.00","276,150.00",NA,"213,950.00","168,820.00","287,450.00","132,030.00","369,910.00","782,738.00","164,730.00","360,670.00","745,000.00","390,380.00","636,000.00","475,000.00","164,540.00","103,330.00","191,220.00","343,750.00","138,650.00","148,333.00","160,000.00",NA,"131,360.00","160,000.00","427,320.00","238,890.00","128,888.00",,"237,320.00","289,700.00","359,900.00","161,859.98",NA,"181,770.00","453,330.00","305,000.00"
2012-05-01,May-12,"316,460.00","430,340.00","160,000.00","211,290.00","169,999.50","345,180.00","153,332.67","277,270.00","141,580.00","98,749.00","229,810.00","137,500.00","143,330.00","128,000.00",NA,"282,930.00","124,290.00","791,670.00","150,000.00","254,540.00","119,410.00","624,999.50","295,000.00","343,750.00","223,863.16","538,340.00","275,000.00",NA,"213,240.00","169,230.00","275,000.00","134,660.00","379,800.00","785,714.00","163,040.00","382,470.00","775,000.00","517,540.00","643,500.00","500,000.00","161,480.00","152,500.00","192,980.00","342,520.00","137,860.00","143,182.00","124,000.00",NA,"127,020.00","160,000.00","424,630.00","228,850.00","122,857.00",,"243,600.00","289,280.00","401,000.00","162,285.60",NA,"180,530.00","472,820.00","305,000.00"
2012-06-01,Jun-12,"320,990.00","459,760.00","146,670.00","221,050.00","152,999.35","341,100.00","160,000.00","252,840.00","150,000.00","162,000.00","251,140.00","144,450.00","136,870.00","116,870.00",NA,"315,390.00","128,890.00","823,980.00","208,333.00","257,140.00","107,730.00","483,332.50","289,000.00","357,410.00","267,045.11","567,910.00","287,630.00",NA,"219,850.00","172,520.00","261,900.00","138,110.00","388,100.00","813,559.00","163,870.00","387,500.00","825,000.00","522,440.00","695,000.00","495,000.00","177,500.00","120,000.00","208,020.00","359,570.00","139,520.00","152,857.00","140,000.00",NA,"129,070.00","157,780.00","429,520.00","246,870.00","140,000.00",,"248,380.00","298,100.00","389,000.00","167,122.20",NA,"186,800.00","496,010.00","316,000.00"
2012-07-01,Jul-12,"334,220.00","473,600.00","200,000.00","215,740.00","191,249.44","364,020.00","180,000.00","280,830.00","149,060.00","130,000.00","229,690.00","141,500.00","141,000.00","135,450.00",NA,"334,190.00","118,330.00","845,980.00","154,999.00","235,000.00","133,330.00","449,999.50","280,750.00","419,230.00","232,352.29","551,160.00","291,670.00",NA,"223,740.00","176,500.00","272,000.00","145,710.00","392,380.00","787,791.00","168,170.00","423,530.00","801,500.00","530,610.00","690,000.00","575,000.00","161,430.00","132,500.00","196,110.00","352,780.00","143,100.00","154,999.00","95,000.00",NA,"120,000.00","186,670.00","425,480.00","255,560.00","135,555.00",,"250,210.00","309,390.00","432,000.00","170,161.65",NA,"191,130.00","503,190.00","325,000.00"
2012-08-01,Aug-12,"343,800.00","466,760.00","175,000.00","226,090.00","166,666.33","334,080.00","180,000.00","268,380.00","151,110.00","160,000.00","218,750.00","155,000.00","153,330.00","125,560.00",NA,"344,770.00","127,500.00","806,450.00","225,000.00","206,250.00","123,330.00","593,749.63","317,500.00","385,710.00","231,480.85","567,710.00","288,030.00",NA,"227,740.00","184,000.00","335,000.00","143,470.00","389,540.00","759,615.00","168,120.00","386,180.00","777,500.00","533,330.00","666,750.00","540,000.00","165,480.00","127,270.00","202,240.00","385,610.00","147,850.00","147,647.00","89,170.00",NA,"133,560.00","204,690.00","437,880.00","264,580.00","141,818.00",,"258,320.00","314,870.00","415,000.00","174,108.44",NA,"192,940.00","488,670.00","330,000.00"
2012-09-01,Sep-12,"344,760.00","454,170.00","196,670.00","207,140.00","154,999.25","352,260.00","169,999.50","279,170.00","159,130.00","163,333.00","223,610.00","150,000.00","156,670.00","146,670.00",NA,"373,020.00","120,000.00","769,230.00","266,666.00","211,360.00","138,570.00","349,999.50","330,000.00","381,670.00","233,332.67","561,830.00","308,590.00",NA,"228,900.00","180,830.00","311,000.00","150,090.00","404,880.00","719,339.00","179,780.00","424,390.00","779,000.00","415,380.00","650,000.00","560,000.00","166,670.00","140,000.00","196,980.00","368,590.00","151,500.00","161,538.00","127,500.00",NA,"137,060.00","155,710.00","432,790.00","238,890.00","116,249.00",,"264,800.00","318,470.00","431,000.00","176,845.47",NA,"198,270.00","481,510.00","335,288.00"
